SAMPLE_ID	SAMPLE_NAME	PUBCHEM_SID	PRIMARY_MOA	ASSAY_NAME	LIBRARY	CAS	ALIAS	AC50	LOG_AC50	AUC	CURVE_CLASS2	DATA_POINTS	DRUG_NAME	EFFICACY	MAX_RESPONSE	P_HILL	R2	GENE_ID	GENE_SYMBOL	SMILES	SUPPLIER	SUPPLIER_ID	DATA0	DATA1	DATA2	DATA3	DATA4	DATA5	DATA6	DATA7	DATA8	DATA9	DATA10	DATA11	DATA12	DATA13	DATA14	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14
NCGC00016382-07	Oxethazaine	170465643		DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	126-27-2				4.9424178184	4	7		0	0					CC(C)(Cc1ccccc1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc2ccccc2	Microsource	01503279	4.68468468	0	0.95238095	0	0	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00159391-03	Sulfobromophthalein	170465816	Solute carrier organic anion transporter family member 1B1 Substrate	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	71-67-0		9.4662354543	-5.0238226975	-60.273653578	-2.2	7		-70.1027154688	-69.53955136	0.0040654715	0.9727860521			[Na+].[Na+].[O-]S(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S([O-])(=O)=O	Labotest	LT03378988	4.8048048	-5.11140236	0	-8.09007506	4.4263776	-48.95833333	-69.53955136									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00263583-01	Temocapril hydrochloride	170465944	Angiotensin-I Converting Enzyme Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	110221-44-8		37.6857621249	-4.4238226975	-3.8074620493	-2.4	7		-29.677095628	-25.14757969	0.0075797768	0.9622586817		ACE	Cl.O=C(OCC)[C@@H](N[C@H]1CS[C@@H](CN(CC(=O)O)C1=O)c2cccs2)CCc3ccccc3	Sequoia	110221-44-8	2.76276276	-2.22804718	2.63736264	0	0	3.125	-25.14757969									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00181028-02	D-Pantethine	225144316	HMG-CoA reductase Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	16816-67-4				-27.9692800658	4	7		0	-1.53482881					CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO	SIGMA	P2125	-3.72372372	-12.3197903	0	-1.58465388	-6.95573622	-13.54166667	-1.53482881									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00179431-03	Carbenoxolone sodium	170465951	gap junction assembly Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	7421-40-1		11.9172843674	-4.9238226975	-52.2002955869	-2.2	7		-62.1865407321	-62.92798111	0.0068684454	0.9641354683			[Na+].[Na+].[O-]C(=O)CCC(=O)O[C@H]4CC[C@]3(C)[C@H]5C(=O)C=C1[C@@](C)(CC[C@@]2(C)CC[C@@](C)(C[C@@H]12)C([O-])=O)[C@]5(C)CC[C@H]3C4(C)C	Prestwick Chemical, Inc.	Prestw-837	0	-12.0576671	0	0	0	-31.15530303	-62.92798111									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00159437-03	Clobutinol hydrochloride	170466051	HERG Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	1215-83-4		37.6857621249	-4.4238226975	-14.5882063609	-3	7		-47.2804014148	-41.91263282	0.0001088794	0.995712461			Cl.Clc1ccc(CC(C)(O)C(C)CN(C)C)cc1	Prestwick	Prestw-1380	0	-1.83486239	0	0.33361134	0	1.60984848	-41.91263282									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00015605-09	Lamotrigine	170465024	Sodium Channel Blocker	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	84057-84-1	; Labileno; Lamiktal; Faes Brand of Lamotrigine; Lamictal; Lamotrigine;Lamotrigine; Crisomet			3.6336057524	4	7		0	0					Clc1cccc(c1Cl)c2nnc(N)nc2N	Prestwick Chemical, Inc.	Prestw-1492	3.72372372	0.78636959	0	0	-0.45167118	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00160484-02	Etafenone	170466000	vascular smooth muscle contraction Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	90-54-0				-4.179248731	4	7		0	0					CCN(CCOc2ccccc2C(=O)CCc1ccccc1)CC	Vitas	STK321191	0	0	-2.27106227	0	-5.51038844	1.79924242	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00015007-14	R-(+)-Atenolol	170464744	Beta-2 adrenergic receptor Antagonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	56715-13-0				5.2953420607	4	7		0	0					CC(C)NC[C@@H](O)COc1ccc(cc1)CC(N)=O	Vitas	STK528649	0	0	2.41758242	4.25354462	0.90334237	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00160611-03	1-Ethyl-2-pyrrolidinone	170465488		DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	2687-91-4		1.500297213	-5.8238226975	-28.331617215	4	7		-17.593270364	-19.24439197	0.0008265322	0.9880524053			O=C1CCCN1CC	SIGMA	146358	0.12012012	0	0	0	-15.266486	-15.81439394	-19.24439197									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00024667-14	Methyldopa	170464643	DOPA decarboxylase Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	41372-08-1	; L-alpha-Methyl DOPA;METHYLDOPA; L-alpha-Methyl-DOPA;Methyldopa; ; DL-alpha-Methyl-DOPA; Methoplain; Metildopa;L-alpha-Methyl DOPA; alpha-Methyl-L-DOPA; L(-)-alpha-Methyldopa;Methyldopa sesquihydrate; Methyldopa (L,-);Methyldopa (L,-); L-Methyldopa; Methyldopa sesquihydrate; Aldomet; L-Alphamethyl Dopa	13.3714129854	-4.8738226975	-62.1045574082	-2.1	7		-99.3193624544	-91.49940968	0.0000188425	0.998222859	1644	DDC	O.O.O.Oc1ccc(C[C@](C)(N)C(=O)O)cc1O.O=C(O)[C@@](C)(N)Cc1cc(O)c(O)cc1	Microsource	01500403	0	0	0	0	0	-43.08712121	-91.49940968									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00165966-06	Vinorelbine tartrate 			DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	125317-39-7		8.4367912292	-5.0738226975	-43.8700385003	-2.4	7		-49.7207792188	-35.77331759	0.0778404081	0.8584128028			[H][C@@]12N3CC[C@@]14C5=CC(=C(OC)C=C5N(C)[C@@]4([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]6(C[C@@]7([H])CN(CC(CC)=C7)CC8=C6NC9=C8C=CC=C9)C(=O)OC	Bosche	V5183	0.84084084	0	3.58974359	-17.43119266	-9.30442638	-22.8219697	-35.77331759									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00346555-05	Apixaban		Coagulation Factor Xa Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	503612-47-3				1.4927342293	4	7		0	-4.30408049				F10	COC1=CC=C(C=C1)[N]2N=C(C(N)=O)C3=C2C(=O)N(CC3)C4=CC=C(C=C4)N5CCCCC5=O	APExBIO	A4341	0	0	4.29146178	0	0	0	-4.30408049									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00016879-06	Torsemide	170465279	Loop Diuretics	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	56211-40-6	 ;Torsemide (Demadex); Torasemida;TORSEMIDE; Luprac; Demadex;Torsemide; Torsemide			-1.6153241552	4	7		0	0					O=S(=O)(NC(=O)NC(C)C)c2cnccc2Nc1cc(C)ccc1	Prestwick	Prestw-1030	0	0	1.75824176	0	0	-4.0719697	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00018257-08	Methocarbamol	170464808	Muscle relaxant	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	532-03-6	 Metocarbamol;;METHOCARBAMOL; Robaxin;Methocarbamol			-3.5147898992	4	7		0	-2.95159386					NC(=O)OCC(O)COc1ccccc1OC	Microsource	01500397	0	0	-5.49450549	0	4.87804878	-2.93560606	-2.95159386									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00167437-02	Ramosetron hydrochloride	170465928	Serotonin 3a (5-HT3a) receptor Antagonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	132907-72-3		11.9172843674	-4.9238226975	-45.1195854634	-2.2	7		-40.7588037963	-37.50698714	0.0312892128	0.9177511077			Cl.O=C(c2cn(C)c1ccccc12)[C@H]3Cc4ncnc4CC3	Bosche	R2999	-1.86552662	-8.11701689	3.88913724	-8.37837838	-7.55447942	-23.2	-37.50698714									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00166222-04	N,N'-Dibenzylethane-1,2-diamine dihydrochloride	170465030	F-box only protein 3 Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	3412-76-8				4.1987659253	4	7		0	0			26273	FBXO3	Cl.Cl.C(NCc1ccccc1)CNCc2ccccc2	SIGMA	D35201	2.64282938	-1.4421096	0	0	0	4	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00016561-05	Meticrane	170465801	Translocator protein Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	1084-65-7		8.4367912292	-5.0738226975	-3.993626592	4	7		-15.249999996	0	0.0000080234	0.9998241436			NS(=O)(=O)c2cc1c(CCCS1(=O)=O)cc2C	Microsource	01506077	0	0	0	0	0	-11.45833333	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00016529-07	Pramoxine hydrochloride	170465004	Sodium channel alpha subunit Antagonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	637-58-1				-5.6787990101	4	7		0	0					Cl.CCCCOc1ccc(cc1)OCCCN2CCOCC2	Microsource	01501139	-4.2042042	0	-1.0989011	0	-1.53568202	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00253572-01	Embutramide	170465662		DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	15687-14-6				2.5920029929	4	7		0	0					COc1cc(ccc1)C(CC)(CC)CNC(=O)CCCO	GVK	FFS-11-286-NCI-121	0	0	0	0.9009009	2.80871671	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00163468-05	Mitomycin C	170464814	DNA Alkylating Agent	DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	50-07-7	; ; Ametycine; Mitomycin-C;Mitomycin C;Mitomycin; Mutamycin; MITOMYCIN C; Mitocin;MITOMYCIN C; Mitocin-C; Muamycin			2.0145059764	4	7		0	0				H2AFX	NC(=O)OC[C@@H]3C=1C(=O)C(N)=C(C)C(=O)C=1N2C[C@@H]4N[C@@H]4[C@@]23OC	Sequoia	50-07-7	0	-2.35910878	1.17216117	0	0	4.0719697	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00018268-08	Itraconazole			DPI_SARS-CoV-2_General	2020_NCATS-NPC_01	84625-61-6		9.4662354543	-5.0238226975	-88.000538967	-2.1	7		-109.3795749757	-92.68004723	0.0003189955	0.9926195417			CCC(C)N1N=CN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(OCC5COC(CN6C=NC=N6)(O5)C7=CC=C(Cl)C=C7Cl)C=C4	Selleck	S2476	-3.96396396	2.35910878	2.63736264	0	-22.85456188	-56.53409091	-92.68004723									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00091398-01	Nitrobenzene	17389793	Glutathione reductase Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02		Nitrobenzene; Nitrobenzene-d5; Pentadeuteronitrobenzene; 			6.1256383419	4	7	Nitrobenzene;CIPLUS_150482;NCGC00091398-02;CIPLUS_699787;Nitrobenzene-13C6;1,2-dinitrobenzene;ortho-dinitrobenzene;AB07993089-01;o-dinitrobenzene;nitrobenzene;Nitrobenzene-d5;CIPLUS_763567;Pentadeuteronitrobenzene;CIPLUS_174736;Nitrobenzene-15N;	0	0					[O-][N+](=O)C1=CC=CC=C1	NIEHS	AB07993089	1.55460552	3.99670375	0	0	4.93946731	-2.2	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00249917-01	Cloxazolam	170465787	GABA-A receptor; benzodiazepine site Agonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	24166-13-0		8.4367912292	-5.0738226975	-11.1862959039	4	7		-13.1288429239	-13.02403577	0.0713997445	0.8663446905			Clc1ccccc1C34OCCN4CC(=O)Nc2ccc(Cl)cc23	GVK	FFS-11-286-NCI-177	3.10921104	0	-4.33616451	0	0.5811138	-9.8	-13.02403577									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00178575-05	Morantel tartrate	170465696	Neuronal acetylcholine receptor; alpha3/beta2 Agonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	26155-31-7				-2.2098835095	4	7		0	-6.31637786					Cc2ccsc2\C=C\C1=NCCCN1C.O=C(O)[C@H](O)[C@H](O)C(=O)O	Microsource	01503931	0	0	0	0	0	0	-6.31637786									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00182973-01	Chromonar hydrochloride	144206761	Platelet Aggregation (Plug Formation) Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	655-35-6	Carbocromene; Intercordin; Carbocromeno; Cardiocap; Carbocromen Hydrochloride; Carbochromene; Carbocromen hydrochloride; Intensain; Hydrochloride, Chromona; 			0.4358342426	4	7	Carbocromenum;Carbocromen hydrochloride;NSC-110430;Chromonar;Intensain;Carbocromen;Carbocromen Hydrochloride;carbocromene;Intercordin;((3-(2-(DIETHYLAMINO)ETHYL)-4-METHYL-2-OXO-2H-1-BENZOPYRAN-7-YL)-OXY)ACETIC ACID ETHYL ESTER HYROCHLORIDE;Chromonar Hydrochloride;Hydrochloride, Chromona;chromonar;Carbocromeno;Carbochromene;carbocromenum;Acetic acid, ((3-(2-(diethylamino)ethyl)-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy)-, ethyl ester;Cardiocap;Chromonar hydrochloride;Carbocromene;CHROMONAR HYDROCHLORIDE;CIPLUS_155933;LS-11691;LS-11690;CIPLUS_156471;CARBOCROMEN;	0	0					Cl.O=C(OCC)COc1ccc2c(c1)OC(=O)C(CCN(CC)CC)=C2C	NCI	NSC_110430	0	0	0	1.62162162	0	-1	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00178520-03	Bromhexine hydrochloride	170465803	Mucolytic Agent	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	611-75-6	; Amiorel;abiadin;Bromhexine hydrochloride;Bromhexine HCl;BROMHEXINE HYDROCHLORIDE; Amyorel	29.9348649029	-4.5238226975	1.0355374704	4	7		-11.091950808	-7.99329234	0.1114447994	0.8237014144			Cl.CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2	Vitas	STK177356	4.1974349	0	0	0	0	0	-7.99329234									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00179384-10	Chlorcyclizine		Hepatitis C virus Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	GRT00368				-7.7756092053	4	7		0	0					CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3	SIGMA	SMl1473	-2.09871745	1.81293778	-3.17389361	-7.65765766	-1.2590799	1.9	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00386545-01	Ciclesonide		Glucocorticoid receptor Agonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	126544-47-6		26.6794764276	-4.5738226975	-47.2540270696	-2.2	7		-89.3283957503	-68.80939072	0.0072564801	0.9630725433		NR3C1	CC(C)C(=O)OCC(=O)[C@@]12OC(O[C@@H]1C[C@H]3[C@@H]4CCC\5=C\C(=O)\C=C/[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6	Axon Medchem	1426	1.71006607	4.16151628	0	-6.3963964	-12.88135593	-20.3	-68.80939072									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00507799-01	Flumethasone acetate			DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	2823-42-9		9.4662354543	-5.0238226975	-27.4922902482	4	7		-28.2	-11.1235327	0.3022001523	0.7000537918			C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)\C4=C\C(=O)\C=C/[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O	Carbosynth	FF23330	-12.90322581	0	-5.67724631	-5.85585586	0.7748184	-23.5	-11.1235327									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00094358-05	Isotretinoin	26753641	Retinoid RAR Agonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	4759-48-2	; Panretin; Retinoic acid, all-trans-; RETINOIC ACID, 9-cis-; Retinoic acid, trans; Roaccutane; "RETINOIC ACID, 13-cis-"; 9-cis-Tretinoin;13-cis-retinoic acid; Retinoic acid, 13-cis-; Tretinoin Potassium Salt; Retin A; 13 cis Retinoic Aci; ISOTRETINON; 9,13-di-cis-RA; Tretinoin Zinc Salt; Velac; 13-cis-retinoic acid; 13-cis-Retinoic acid; RETINOIC ACID, 13-cis-; Ro 4 378; ; Ro 4378; Ro 4-3780; Tretinoine;ISOTRETINON; Tretinoina;13-cis Retinoic acid; Isotretinoino; Tretinoino; Retinoic acid; Vesanoid; Tretinoin Tocoferil; Isotretinoin Anisatil; 9cRA compound;Isotretinoin			-7.1638455584	4	7	TRETINOIN;Tretinoinum;RETINOIC ACID, 9-cis-;9,13-di-cis-RA;Retinoic acid, trans;13-CIS-RETINOIC ACID;Tretinoina;ISOTRETINOIN;NCGC00161590-04;Panretin;9-cis-retinoic acid;ALL-TRANS-RETINOIC ACID;LG-100057;Isotrex;Tretinoin Tocoferil;CIPLUS_152537;9-cis-Retinoic acid;9-cis,13-cis-retinoic acid;9,13-di-cis-retinoic acid;Accutane;isotretinoine;Vitamin A acid;NCGC00161590-03;9-CIS-RETINOIC ACID;Velac;Retinoic acid, all-trans-;Tretinoin;SOLAGE;Tretinoin (Retinoic acid, all trans);NCGC00015890-01;RO-4-3780;CIPLUS_163676;NCGC00015890-02;TRETINOIN ZINC;NCGC00015890-03;NCGC00015890-04;Tretinoin Potassium Salt;LS-173936;Isotretinoin;Ro 4-3780;CIPLUS_711531;NCGC_Prestw-256;NCGC00021808-06;13 cis Retinoic Aci;NCGC00021808-05;NCGC_Prestw-257;Isotretinoinum;Isotretinoine;Isotretinoin Zinc Salt, 13-cis-Isomer;Isotretinoino;tretinoine retinoic acid;Tretinoine;Tretinoino;NCGC00021808-02;NCGC00021808-04;RETINOIC ACID, 13-cis-;Isotretinoin Anisatil;CIPLUS_660447;9cRA compound;CIPLUS_725243;13-cis-Retinoic acid;Vesanoid;alitretinoinum;tretinoin;CIPLUS_164122;alitretinoin;Isotretinoin (13-cis-retinoic acid);VITAMIN A ACID;CIPLUS_710508;9-cis-Tretinoin;CIPLUS_710507;ALITRETINOIN;LS-1328;LS-178647;NCGC00021808-14;9,13-retinoic acid;Retinoic acid, 13-cis-;Retin A;all-trans-Retinoic acid;ACCUTANE;ISOTREX;NSC-122758;Tretinoin,all-trans-retinoie acid;clindamycin phosphate - tretinoin formulation;Alitretinoin;isotretinoinum;13-cis-retinoic acid;Isotretinoin Zinc Salt, 13 cis Isome;VITAMIN A ACID, 13-CIS-;CIPLUS_3881593;Ro 4378;RETINOIC ACID, ALL-TRANS;NCGC00094358-02;NCGC00094358-01;NCGC00094358-04;Isotretinoin,13-cis-retinoic acid;NCGC00094358-03;NCGC00094358-06;NCGC00094358-08;NCGC00094358-07;Roaccutane;NCGC00094358-09;ISOTRETINON;Ro 4 378;Retinoic acid;CIPLUS_711632;LGD-1057;ATRA;LS-143465;LS-1154;tretinoinum;Ligand brand of alitretinoin;TRETINON;	0	-3.18613751			5915	RARB	CC/1=C(\C=C\C(C)=C\C=C\C(C)=C/C(O)=O)C(C)(C)CCC1	BIOMOL	GR102	0.62184221	0	-10.147519	0	0.6779661	0	-3.18613751									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00507775-01	Midecamycin Acetate		Ribosome Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	55881-07-7		29.9348649029	-4.5238226975	-18.5392042037	-3	7		-37.2884292879	-30.24035774	0.0089146053	0.9588355974			CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@](C)(OC(C)=O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H]1OC	AvaChem	2845	0	0	0	0	-6.29539952	-5.1	-30.24035774									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00159498-03	Metipranolol	29215466	Beta-2 adrenergic receptor Antagonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02		Metipranolol; Disorat; 			3.1087242133	4	7	Trimepranol;(+/-)-1-(4-HYDROXY-2,3,5-TRIMETHYLPHENOXY)-3-(ISOPROPYLAMINO)-2-PROPANOL 4-ACETATE HYDROCHLORIDE;LS-122351;Phenol, 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-2,3,6-trimethyl-, 1-acetate;CIPLUS_173566;TRIMEPRANOL;METIPRANOLOL HYDROCHLORIDE;1-(4-HYDROXY-2,3,5-TRIMETHYLPHENOXY)-3-(ISOPROPYLAMINO)-2-PROPANOL 4-ACETATE -DL;(+/-)-1-(4-HYDROXY-2,3,5-TRIMETHYLPHENOXY)-3-(ISOPROPYLAMINO)-2-PROPANOL 4-ACETATE;Disorat;Metipranololum;Methypranol;metipranololum;PHENOL, 4-(2-HYDROXY-3-((1-METHYLETHYL)AMINO)PROPOXY)-2,3,6-TRIMETHYL-, (+/-)-, 1-ACETATE;PHENOL, 4-(2-HYDROXY-3-((1-METHYLETHYL)AMINO)PROPOXY)-2,3,6-TRIMETHYL-, (+/-)-, 1-ACETATE, HYDROCHLORIDE;1-(4-Acetoxy-2,3,5-Trimethylphenoxy)-3-Isopropylamino-2-Propanol;metipranolol;Metipranolol;METIPRANOLOL;Metipranolol (4-(2-Hydroxy-3-(isopropylamino)propoxy)-2,3,6-trimethylphenyl acetate);METHYPRANOL;	0	0					CC(C)NCC(O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C	SigmaAldrich	R736139	0	0	3.26329906	2.25225225	-1.0653753	0	0									7.3099999999E-9	3.66E-8	1.8299999999E-7	9.14E-7	0.00000457	0.000022899999999	0.00011399999999								
NCGC00015595-14	Labetalol HCl		Adrenergic receptor Antagonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	32780-64-6				-51.1604892888	4	7		0	-11.68250419					CC(CCC1=CC=CC=C1)NCC(O)C2=CC(=C(O)C=C2)C(N)=O	APExBIO	B4795	-9.24990284	-11.57807993	-6.75011176	-17.11711712	-11.42857143	-8.4	-11.68250419									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00532501-01	ARIPIPRAZOLE LAUROXIL		Serotonin 1a (5-HT1a) receptor Partial Agonist	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02			7.1307536828	-5.1468645651	-92.3734422902	-2.4	7		-65.9562717783	-53.71716042	0.292832382	0.6336012027			CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C4=C(Cl)C(=CC=C4)Cl)C=C12	Astatech	42552	-5.05246794	-5.97445406	-2.45864998	-7.47747748	-35.64164649	-9.4	-53.71716042									9.1399999999E-10	4.57E-9	2.29E-8	1.14E-7	5.7099999999E-7	0.0000028599999999	0.0000143								
NCGC00507698-01	Talaporfin sodium			DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	220201-34-3				0	4	7		0	0					CCC1=C2[NH]C(=C1C)C=C3[NH]C(=CC4=NC(=C(CC(=O)N[C@@H](CC(O)=O)C(O)=O)C\5=NC(=C2)\C(=C5C(O)=O)C)[C@@H](CCC(O)=O)[C@@H]4C)C(=C3C=C)C	MedChem Express	HY-16477	0	0	0	0	0	0	0									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00378598-01	PSI-7976		RNA-Directed RNA Polymerase Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	1190308-01-0		2.3778108395	-5.6238226975	-0.9970172589	4	7		-7.66	-1.62101733	0.2421802271	0.7619856798			CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](N2\C=C/C(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC3=CC=CC=C3	MedChem Express	HY-15005A	0	3.58467244	-1.65400089	2.16216216	-2.13075061	-6.8	-1.62101733									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
NCGC00390545-01	Valrubicin		DNA Topoisomerase II Inhibitor	DPI_SARS-CoV-2_General	2020_NCATS-NPC_02	56124-62-0		3.7685762125	-5.4238226975	-86.4093420918	-2.2	7		-84.3353829	-78.0883175	0.0000940332	0.9960154482		TOP2A	CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C3=C(C1)C(=C4C(=O)C5=C(C(=O)C4=C3O)C(=CC=C5)OC)O	MedChem Express	HY-13772	1.78779635	0.28842192	4.60438087	-1.98198198	-29.24939467	-60.6	-78.0883175									3.6599999999E-9	1.83E-8	9.1399999999E-8	4.57E-7	0.00000229	0.0000114	0.0000571								
