SAMPLE_ID	SAMPLE_NAME	PUBCHEM_SID	PRIMARY_MOA	ASSAY_NAME	LIBRARY	CAS	ALIAS	AC50	LOG_AC50	AUC	CURVE_CLASS2	DATA_POINTS	DRUG_NAME	EFFICACY	MAX_RESPONSE	P_HILL	R2	GENE_ID	GENE_SYMBOL	SMILES	SUPPLIER	SUPPLIER_ID	DATA0	DATA1	DATA2	DATA3	DATA4	DATA5	DATA6	DATA7	DATA8	DATA9	DATA10	DATA11	DATA12	DATA13	DATA14	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14
NCGC00346691-02	Canagliflozin		SGLT-2 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	842133-18-0		9.8640558873	-5.0059444758	-22.6713021915	-2.2	7		-39.272725108	-34.6763069	0.0009118584	0.9874240068		SCL5A2	CC1=C(CC2=CC=C(S2)C3=CC=C(F)C=C3)C=C(C=C1)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O	Selleck	S2760	0.83701357	0	0	4.39398545	-0.14495164	-11.33972191	-34.6763069									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00521081-01	Cycrimine Hydrochloride			DPI_SARS-CoV-2_General	2019_NPC_02	126-02-3				6.9233873603	4	7		0	0.37577891					OC(CCN1CCCCC1)(C2CCCC2)C3=CC=CC=C3	Toronto Research	C991450	0	4.27129294	0	3.25748895	0	2.09507704	0.37577891									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00387269-01	Rifaximin		Pregnane X Receptor (PXR) Agonist	DPI_SARS-CoV-2_General	2019_NPC_02	[80621-81-4]		12.4181106199	-4.9059444758	-39.0492525462	-2.2	7		-66.2599296036	-49.06055273	0.000205481	0.99409293		rpoB	CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C)C(=C4C(=C(NC(=O)\C(=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)C5=C(N=C6C=C(C)C=C[N]56)C4=C3C2=O)O)O	Tocris	5359	3.17463988	2.86215898	0.22737395	-1.23237378	-4.57904617	-19.21739947	-49.06055273									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00095129-06	Valdecoxib	170465163	Cyclooxygenase-2 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	181695-72-7		24.777388143	-4.6059444758	-21.6634743878	4	7		-13.615022544	-11.95913919	0.311479129	0.6179829798		COX2	NS(=O)(=O)c1ccc(cc1)c3c(C)onc3c2ccccc2	SIGMA	PZ0179	-3.90434004	-0.61328707	-6.32448636	-4.62287105	-2.61635284	-4.00935007	-11.95913919									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00016801-05	Levobunolol hydrochloride	170464743	Beta-2 adrenergic receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	27912-14-7				15.1656065188	4	7		0	3.69572381					Cl.CC(C)(C)NC[C@H](O)COc2cccc1c2CCCC1=O	Prestwick Chemical, Inc.	Prestw-847	3.28468037	4.82077846	2.87343716	0	4.69725423	3.33858428	3.69572381									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00167523-03	Ormetoprim	170465718	Folate biosynthesis Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	6981-18-6				-53.7147935854	4	7		0	-16.76003143					Nc2nc(N)ncc2Cc1cc(OC)c(OC)cc1C	Sequoia	SRP01245o	-9.23438143	-7.2983605	-13.46542858	-11.34522287	-11.28000812	-11.87052188	-16.76003143									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00263540-04	Asenapine		Dopamine D1/D2 Antagonist	DPI_SARS-CoV-2_General	2019_NPC_02	65576-45-6				5.121846395	4	7		0	-0.37102221				HTR2A	CN1C[C@@H]2[C@@H](C1)C3=C(OC4=C2C=CC=C4)C=CC(=C3)Cl	MedChem Express	HY-10121	-1.09366691	3.50897457	1.81664752	-0.15200056	2.92517168	0.56839534	-0.37102221									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00181041-01	5-Chloro-2-methyl-3(2H)-isothiazolone	144206242	aerobic respiration Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	26172-55-4				16.2323435516	4	7	MBC-215;5-chloro-N-methylisothiazolone;5-Chloro-2-methyl-4-isothiazolin-3-one solution;5-chloro-2-methyl-4-isothiazolin-3-one hydrochloride;5-Chloro-2-methyl-3(2H)-isothiazolone;5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE;5243-K-Cg;CIPLUS_182875;Kathon 886 biocide;MBC 215;5-Chloro-2-methyl-isothiazol-3-one;Kathon CG;5-chloro-2-methylisothiazolin-3-one;CIPLUS_182376;CIPLUS_180763;methylchloro-isothiazolinone;CIPLUS_175198;METHYLCHLOROISOTHIAZOLINONE;LS-86318;LS-174152;CIPLUS_694515;5-chloro-2-methyl-4-isothiazolin-3-one;Kathon 886;Kathon WT;Kathon biocide;kathon cg 5243;	0	3.59606146					ClC1=CC(=O)N(C)S1	SigmaAldrich	344	0.71446739	4.04028737	2.70739083	4.66524799	4.17033006	4.2371289	3.59606146									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00182973-01	Chromonar hydrochloride	144206761	Platelet Aggregation (Plug Formation) Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	655-35-6	Carbocromene; Intercordin; Carbocromeno; Cardiocap; Carbocromen Hydrochloride; Carbochromene; Carbocromen hydrochloride; Intensain; Hydrochloride, Chromona; 			15.6408227605	4	7	Carbocromenum;Carbocromen hydrochloride;NSC-110430;Chromonar;Intensain;Carbocromen;Carbocromen Hydrochloride;carbocromene;Intercordin;((3-(2-(DIETHYLAMINO)ETHYL)-4-METHYL-2-OXO-2H-1-BENZOPYRAN-7-YL)-OXY)ACETIC ACID ETHYL ESTER HYROCHLORIDE;Chromonar Hydrochloride;Hydrochloride, Chromona;chromonar;Carbocromeno;Carbochromene;carbocromenum;Acetic acid, ((3-(2-(diethylamino)ethyl)-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy)-, ethyl ester;Cardiocap;Chromonar hydrochloride;Carbocromene;CHROMONAR HYDROCHLORIDE;CIPLUS_155933;LS-11691;LS-11690;CIPLUS_156471;CARBOCROMEN;	0	2.34980735					Cl.O=C(OCC)COc1ccc2c(c1)OC(=O)C(CCN(CC)CC)=C2C	NCI	NSC_110430	4.60357465	4.34983483	4.91549659	3.51004373	0	3.3680947	2.34980735									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00390805-02	Icatibant		Bradykinin B2 receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_02	130308-48-4				-3.5120508288	4	7		0	-5.27041811					N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC(=O)N[C@@H](CC3=CC=CS3)C(=O)N[C@@H](CO)C(=O)N4CC5=C(C[C@@H]4C(=O)N6[C@H]7CCCC[C@H]7C[C@H]6C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C=CC=C5	MedChem Express	HY-17446	0	0	0	0	0	1.22134536	-5.27041811									1.0599999999E-9	5.32E-9	2.6599999999E-8	1.33E-7	6.64E-7	0.0000033199999999	0.0000166								
NCGC00522306-02	Valbenazine			DPI_SARS-CoV-2_General	2019_NPC_02	1025504-45-3		13.9333492831	-4.8559444758	-12.1226851168	-2.4	7		-35.041383248	-25.03448604	0.0000896234	0.9961163627			COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1	MedChem Express	HY-16771	1.67171495	2.08598027	3.1996437	1.31655871	0.21623934	-6.90060128	-25.03448604									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00181319-01	Plicamycin	144206340	DNA Antagonist	DPI_SARS-CoV-2_General	2019_NPC_02	18378-89-7	Plicamycin; Mithracin; Mithramycine; Mitramycin; Plicamicina; Mithramycinum; Mitramicina; Acid, Aureoli; 	11.0676527398	-4.9559444758	-43.9708919817	-2.2	7	Mithramycine;Plicamycinum;CIPLUS_741126;plicamycinum;Mithramycinum;Acid, Aureoli;Mithracin;mithramycin A;PA-144;Mithramycin A;NCGC00162423-01;NSC-24559;Mithramycin A Streptomyces plicatus;MITHRAMYCIN A;mithramycin;Plicamycin;MITHRAMYCIN;WHO NO. 2029;Mitramycin;Plicamicina;CIPLUS_171437;Aureolic acid;Plicamycine;PLICAMYCIN;Mitramicina;Mithramycin;plicamycin;AUREOLIC ACID;plicamycine;A-2371;LS-91528;	-76.6599914355	-57.31817533	0.0001542117	0.9948887019			C[C@@H](O)[C@H](O)C(=O)[C@@H](OC)C6Cc7cc8cc(O[C@H]2C[C@@H](O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1)[C@@H](O)[C@@H](C)O2)c(C)c(O)c8c(O)c7C(=O)[C@H]6O[C@H]5C[C@@H](O[C@H]4C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O5	SIGMA	M6891	1.66477838	3.81852203	2.39328661	2.73834857	-6.85074733	-23.3934611	-57.31817533									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00188399-06	Fingolimod hydrochloride		Sphingosine Kinase 1 (SphK1) Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02			4.4061119169	-5.3559444758	-33.0948990867	-2.2	7		-39.237026112	-32.69752176	0.0002128586	0.9939891617		SPHK1	CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1	Selleck	S5002	3.09140096	0.82468988	2.89960385	-1.59717513	-6.18064301	-21.63660278	-32.69752176									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00346688-03	Alectinib (CH5424802)		ALK Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	1256580-46-7		2.6938104809	-5.5696329617	-24.0659393309	4	7		-26.742258476	-24.36854873	0.003129894	0.9762810059		ALK	CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C)(C)C5=C(C2=O)C6=CC=C(C=C6[NH]5)C#N	Axon Medchem	1884	0	0	3.5090598	4.16013844	3.59052349	-16.80759113	-24.36854873									1.0599999999E-9	5.32E-9	2.6599999999E-8	1.33E-7	6.64E-7	0.0000033199999999	0.0000166								
NCGC00094851-05	Iodamide	170465213		DPI_SARS-CoV-2_General	2019_NPC_01	440-58-4				-17.1365218217	4	7		0	-4.86679679					O=C(C)Nc1c(I)c(c(I)c(CNC(C)=O)c1I)C(=O)O	Microsource	01500772	-3.18301745	-2.05976495	-2.97092442	-4.10113628	-3.12896513	-5.50332842	-4.86679679									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015678-10	Moxisylyte hydrochloride	170465759	Adrenergic receptor alpha-1 Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	964-52-3				-33.8046579983	4	7		0	-9.60178449					Cl.CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C	Prestwick Chemical, Inc.	Prestw-42	-8.53242321	-4.05355878	-6.58770198	-8.92718288	-5.91534284	-7.37334214	-9.60178449									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00182995-01	Etomidoline	144206828		DPI_SARS-CoV-2_General	2019_NPC_01	21590-92-1	Etomidoline; Smedolin; Etomidolina; 			-12.3521379483	4	7	Etomidolina;2-ethyl-3-(p-(beta-piperidinoethoxy)phenylamino)-isoindoline-1-one;Etomidolinum;K-2680;2-ETHYL-3-(.BETA.-PIPERIDINO-P-PHENETIDINO)PHTHALIMIDINE;K 2680;Phthalimidine, 2-ethyl-3-(beta-piperidino-p-phenetidino)-;etomidolinum;Etomidoline;LS-109527;CIPLUS_213965;Smedolin;ETOMIDOLINE;amidoline;1h-isoindol-1-one, 2-ethyl-2,3-dihydro-3-((4-(2-(1-piperidinyl)ethoxy)phenyl)amino)- (9ci);etomidoline;	0	-7.85784898					O=C4c1ccccc1C(Nc3ccc(OCCN2CCCCC2)cc3)N4CC	Pharmaron	PH-NIH-150630	-0.53009948	-0.07574462	-5.72493968	1.46236235	-3.63650206	-3.25219777	-7.85784898									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00253587-01	Sitaxentan	170465720	Endothelin ETA Receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	184036-34-8	Sitaxentan	11.0676527398	-4.9559444758	-45.8076728913	-2.2	7		-81.3297761792	-62.37104256	0.0000917319	0.996065327		EDNRA	O=C(Cc1cc2OCOc2cc1C)c3sccc3S(=O)(=O)Nc4onc(C)c4Cl	GVK	FFS-11-286-NCI-102	3.27499818	0	3.52172747	4.15631976	-3.61620058	-25.73301489	-62.37104256									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00022653-09	Cefazolin	170465254	Bacterial penicillin-binding protein Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	25953-19-9				5.3248638575	4	7		0	2.93528681					O=C(O)C=3N4C(=O)[C@@H](NC(=O)Cn1cnnn1)[C@H]4SCC=3CSc2nnc(C)s2	Microsource	01500164	0	0	0	0	0.43648175	4.96976472	2.93528681									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00179034-07	Pentamidine isethionate	170464786	PRL Phosphatase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	140-64-7	 cis-Pt(II) pentamidine; Pentamidin; Pt-pentamidine complex; platinum(II) pentamidine;4,4 -(Pentane-1,5-diylbis(oxy))dibenzimidamide; Pentam 300; Pt-pent; cis-Pt pentamidine iodide;Pentamidine isethionate;	7.8352981002	-5.1059444758	-40.4794699961	4	7		-10.880638408	-16.29869965	0.072937104	0.8653994267		PTP4A1	OCCS(=O)(=O)O.OCCS(=O)(=O)O.N=C(N)c1ccc(cc1)OCCCCCOc2ccc(cc2)C(=N)N	Prestwick Chemical, Inc.	Prestw-553	-5.56483431	-9.15043859	-8.19624187	-5.70145735	-5.82398619	-11.35728441	-16.29869965									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00263544-01	Dexrazoxane hydrochloride	170464709	DNA Topoisomerase II Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	24584-09-6	Dexrazoxane hydrochloride;Dexrazoxane Hydrochloride			0.763203288	4	7		0	-1.10516844			7153	TOP2A	O=C2CN(C[C@H](C)N1CC(=O)NC(=O)C1)CC(=O)N2	Tocris	3857	-2.60208651	3.45737533	1.09429456	-2.40549828	-0.48977313	2.7897759	-1.10516844									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015661-12	Molsidomine	170465872		DPI_SARS-CoV-2_General	2019_NPC_01	25717-80-0				-0.9557699949	4	7		0	-2.21033687					O=C(OCC)[N-]c1c[n+](no1)N2CCOCC2	Microsource	01500673	-0.30740929	3.98514428	-0.52886842	-1.91888028	0.57605441	-1.51430459	-2.21033687									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00162149-07	Demeclocycline hydrochloride	170465205	Bacterial 70S ribosome Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	64-73-3		4.4061119169	-5.3559444758	-100.361582287	-2.2	7		-92.3985450289	-78.88773415	3.861E-7	0.9997462734			Cl.NC(=O)C=2C(=O)[C@@]3(O)C(O)=C4C(=O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]3[C@@H](C=2O)N(C)C	Microsource	01500226	1.29983298	0.20280011	-1.67921815	-6.37369253	-23.59792925	-53.91534123	-78.88773415									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00163338-03	D-Phenylalanine			DPI_SARS-CoV-2_General	2019_NPC_02	673-06-3				-3.5924245931	4	7		0	-3.73400561					N[C@H](CC1=CC=CC=C1)C(O)=O	Selleck	S4153	-0.08555111	0.43660052	-0.57429502	-0.82080303	0.44435996	-0.15501691	-3.73400561									1.0599999999E-9	5.32E-9	2.6599999999E-8	1.33E-7	6.64E-7	0.0000033199999999	0.0000166								
NCGC00163160-04	Talipexole	170466015	Dopamine D4 receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC_01	101626-70-4		19.6813789847	-4.7059444758	-10.8831872809	4	7		-11.9677067799	-11.63975565	0.0822199115	0.8546503143			C=CCN1CCc2sc(N)nc2CC1	Tocris	2759	-0.48652966	-1.10196203	-3.43398894	-2.57104874	1.74338933	-0.95025154	-11.63975565									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00253670-01	Meropenem	170466350	Carbapenem Antibiotic	DPI_SARS-CoV-2_General	2019_NPC_01	96036-03-2				1.20971761	4	7		0	0					O[C@H](C)[C@H]3C(=O)N2C(=C(S[C@H]1C[C@H](NC1)C(=O)N(C)C)[C@H](C)[C@@H]23)C(=O)O	GVK	FFS-12-73-NCI-194	0	0	0	0	1.0556768	0.67584735	0									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00090766-07	Prednisone	170464847	Glucocorticoid steroid	DPI_SARS-CoV-2_General	2019_NPC_01	53-03-2	 Prednisona; ; Dehydrocortisone; Prednisone;Prednisone;; Deltasone;Prednisone (Adasone); 1-Cortisone; Meticorten; Kortancyl; Deltamid			3.9326746029	4	7		0	1.71351804				NRC31	OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C	Prestwick Chemical, Inc.	Prestw-77	1.46200954	0	0	1.22657837	0	1.69215915	1.71351804									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00016418-15	Methoxsalen	170465041	Cytochrome P450 CYP1A2 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	298-81-7	 ;METHOXSALEN; Methoxsalen, 8-;Methoxy-8-psoralen; Ammoidin;Methoxsalen;8-Methoxypsoralen; Methoxy-8-psoralen			10.9032064295	4	7		0	2.88966059			1544	CYP1A2	COc1c3occc3cc2C=CC(=O)Oc12	Microsource	01500400	4.67891463	3.75546705	4.36011796	0	0.76891844	0	2.88966059									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00090965-07	Propyl-4-hydroxybenzoate			DPI_SARS-CoV-2_General	2019_NPC_01	94-13-3		17.5410474839	-4.7559444758	-11.9452551941	4	7		-14.707586624	-13.08965552	0.0356871941	0.9118820674			CCCOC(=O)C1=CC=C(O)C=C1	SigmaAldrich	P53357	-3.23626946	0.10017837	0.01706027	0.46905962	-2.57574989	-2.09360232	-13.08965552									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00186632-01	Strychnine	124897819	Glycine receptor subunit alpha-1 Antagonist	DPI_SARS-CoV-2_General	2019_NPC_02	1421-86-9				-4.3672826692	4	7	STRYCHNINE HCl	0	-4.66631784					O=C1C[C@@H]2OC\C=C/3C[N@]4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C7=C6C=CC=C7	BIOMOL	AC745	0.3537654	1.38372335	-0.10079464	-1.49895938	-1.74654849	-1.10860579	-4.66631784									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00162106-17	Cefsulodin Sodium Salt		Bacterial penicillin-binding protein Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	52152-93-9				-11.0937702787	4	7		0	-5.15625743					NC(=O)C1=CC=[N+](CC/2=C(/N3[C@H](SC2)[C@H](NC(=O)[C@@H](C4=CC=CC=C4)[S]([O-])(=O)=O)C3=O)C([O-])=O)C=C1	Glixx	GLXC-08405	-0.53874078	-4.2158516	-3.95443145	-1.39606669	-2.86814153	0.97707629	-5.15625743									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00253603-01	Mibolerone	170466095	Progesterone receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC_02	3704-09-4				-32.920704881	4	7		0	-10.57413309					C[C@@H]3CC1=CC(=O)CC[C@@H]1[C@H]4CC[C@@]2(C)[C@@H](CC[C@]2(C)O)[C@H]34	GVK	FFS-11-286-NCI-098	-3.09140096	-4.6640024	-7.1329786	-8.98206393	-6.90777749	-8.44137542	-10.57413309									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00390707-01	Oclacitinib		Tyrosine-protein kinase JAK3 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	1208319-26-9		15.6334750258	-4.8059444758	-4.7420516901	4	7		-25.829829236	-18.60819103	0.0204834309	0.9353285085			CN[S+]([O-])(=O)C[C@H]1CC[C@@H](CC1)N(C)C2=C3C=C[NH]C3=NC=N2	MedChem Express	HY-13577	4.85791579	0	0	4.51090896	0.34455718	-2.30646374	-18.60819103									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00167502-01	NCGC00167502-01	50112755		DPI_SARS-CoV-2_General	2019_NPC_02		CIPLUS_205233; Santeson; 	9.8640558873	-5.0059444758	0.6705129713	4	7	Santeson;CIPLUS_684703;Dexamethasone Metasulfobenzoate Sodium;Dexamethasone metasulfobenzoate sodium;CIPLUS_205233;DEXAMETHASONE METASULFOBENZOATE SODIUM;	-21.616206064	-15.93017172	0.0007113228	0.9889437222			CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C5=CC=CC(=C5)S([O-])(=O)=O	Pharmeks	PHAR046594	2.8416842	3.89706392	2.18232109	4.22093866	3.76636647	-3.8425404	-15.93017172									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015999-19	Tolbutamide	170465238	"Sulfonylurea receptor 1, Kir6.2 Inhibitor"	DPI_SARS-CoV-2_General	2019_NPC_01	64-77-7				9.3116105943	4	7		0	4.68936149					Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC	Enzo	AC117	3.03778472	2.41161092	3.1074066	0	0	1.32120535	4.68936149									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015156-15	Baclofen	170465099	GABA-B receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC_01	1134-47-0				-23.5776124218	4	7		0	-4.90735343					Clc1ccc(cc1)C(CN)CC(=O)O	Vitas	STK535284	-0.86897587	-2.25523493	-3.47298384	-4.27672009	-2.05806222	-3.49103105	-4.90735343									2.13E-11	1.06E-10	5.32E-10	2.66E-9	1.3299999999E-8	6.64E-8	3.32E-7								
NCGC00022398-05	Fluocinonide	170464717	Glucocorticoid steroid	DPI_SARS-CoV-2_General	2019_NPC_01	356-12-7	;Fluocinonide; Lidex; Fluocinonido;Fluocinonide (Vanos)			-26.0337117077	4	7		0	-12.26838356				NRC31	CC(=O)OCC(=O)[C@]45OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C	Prestwick Chemical, Inc.	Prestw-774	-3.45411856	-2.84164488	-2.53223173	-3.17806707	-5.75293103	-10.34605417	-12.26838356									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015400-05	Enoximone	170466419	Phosphodiesterase 3 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	77671-31-9		12.4181106199	-4.9059444758	-32.1643788692	4	7		-26.0944457281	-26.28070264	0.0007792837	0.9884079033			O=C(C=1NC(=O)NC=1C)c2ccc(SC)cc2	Tocris	1693	-5.02747319	-2.0353312	-3.04891424	-3.23325056	-3.2000203	-9.80740891	-26.28070264									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00017366-08	Pergolide methanesulfonate	170465250	Dopamine D3 receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC_01	66104-23-2		13.9333492831	-4.8559444758	-66.2670185005	-2.2	7		-68.5588404937	-56.38893818	0.0002205148	0.9938783605			CS(=O)(=O)O.CSC[C@@H]1C[C@@H]2c3cccc4ncc(C[C@H]2N(C1)CCC)c34	Enzo	AC755	-5.66165614	-4.361424	-6.46096854	-2.39546492	-9.6000609	-23.97479547	-56.38893818									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015755-10	Nimustine	170466029	DNA Crosslinking Agent	DPI_SARS-CoV-2_General	2019_NPC_01	42471-28-3				-0.426047946	4	7		0	-2.70715571					Nc1nc(C)ncc1CNC(=O)N(CCCl)N=O	Microsource	01504151	0.94159223	3.77501405	-5.90041676	-0.35869265	1.13434502	1.88017684	-2.70715571									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00178500-07	Streptozotocin	170464827	DNA Alkylating Agent	DPI_SARS-CoV-2_General	2019_NPC_01	18883-66-4				3.8908933232	4	7		0	-0.84155028				H2AFX	O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)N(C)N=O	Microsource	01500543	0.83992932	-1.42937425	-0.80183276	2.22991447	1.30183221	4.09065501	-0.84155028									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
